Tweet,User - Location,User - Followers,Classificacao,Sentimento,Tweet_Ingles,Class_TextBlob
rt #arrecadação a arrecadação total das receitas federais atingiu em novembro de 2020 o valor de r$ 140 101 milhões no período acumulado de janeiro a novembro de 2020 a arrecadação alcançou o valor de r$ 1 320 325 milhões saiba mais #rfb,,1499,Positivo,1,rt # collection the total collection of federal revenues reached in November 2020 the value of r $ 140 101 million in the period accumulated from january to november 2020 the collection reached the value of r $ 1 320 325 million learn more #rfb,Positivo
rt #arrecadação a arrecadação total das receitas federais atingiu em novembro de 2020 o valor de r$ 140 101 milhões no período acumulado de janeiro a novembro de 2020 a arrecadação alcançou o valor de r$ 1 320 325 milhões saiba mais #rfb,"Distrito Federal, Brasil",6174,Positivo,1,rt # collection the total collection of federal revenues reached in November 2020 the value of r $ 140 101 million in the period accumulated from january to november 2020 the collection reached the value of r $ 1 320 325 million learn more #rfb,Positivo
rt #arrecadação a arrecadação total das receitas federais atingiu em novembro de 2020 o valor de r$ 140 101 milhões no período acumulado de janeiro a novembro de 2020 a arrecadação alcançou o valor de r$ 1 320 325 milhões saiba mais #rfb,Brasil,277,Positivo,1,rt # collection the total collection of federal revenues reached in November 2020 the value of r $ 140 101 million in the period accumulated from january to november 2020 the collection reached the value of r $ 1 320 325 million learn more #rfb,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,Brasil ,8,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,"Rio Grande do Sul, Brasil",3574,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,,144,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,,1,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,"Distrito Federal, Brasil",6174,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,,133,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,Brumado BA.,2415,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,"São José, Brasil",2766,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,"Brasília, Brasil",18935,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,Brasil,334,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,,4070,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,Brazil,1760,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,Brasil,640,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,"Vila Mariana, São Paulo",41,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,"São Paulo, Brasil",324,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,"Rio de Janeiro, Brazil",38,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,,19,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,,372,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,"Brasília, DF, Brasil",691729,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #cpf o atendimento de cpf por cartórios de registro civil já é uma realidade em todo o brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,,760,Positivo,1,rt #cpf cpf service by civil registry offices is already a reality throughout Brazil learn more #rfb #cpf #cartorios #atendimento #receitafederal,Positivo
rt #facilidade receita federal implementa impugnação de malha irpf pela internet contribuinte poderá entregar a defesa de notificação de lançamento decorrente da malha fiscal inteiramente pelo ecac saiba mais #defesa #malhafiscal #rfb #ecac #serviço,,681,Positivo,1,rt #facility federal revenue implements impugnation of irpf mesh by internet taxpayer may deliver defense of notification of launch due to fiscal mesh entirely by ecac learn more #defesa #malhafiscal #rfb #ecac # service,Positivo
rt #facilidade receita federal implementa impugnação de malha irpf pela internet contribuinte poderá entregar a defesa de notificação de lançamento decorrente da malha fiscal inteiramente pelo ecac saiba mais #defesa #malhafiscal #rfb #ecac #serviço,São Paulo,281,Positivo,1,rt #facility federal revenue implements impugnation of irpf mesh by internet taxpayer may deliver defense of notification of launch due to fiscal mesh entirely by ecac learn more #defesa #malhafiscal #rfb #ecac # service,Positivo
rt #facilidade receita federal implementa impugnação de malha irpf pela internet contribuinte poderá entregar a defesa de notificação de lançamento decorrente da malha fiscal inteiramente pelo ecac saiba mais #defesa #malhafiscal #rfb #ecac #serviço,Brasil ,8,Positivo,1,rt #facility federal revenue implements impugnation of irpf mesh by internet taxpayer may deliver defense of notification of launch due to fiscal mesh entirely by ecac learn more #defesa #malhafiscal #rfb #ecac # service,Positivo
rt #facilidade receita federal implementa impugnação de malha irpf pela internet contribuinte poderá entregar a defesa de notificação de lançamento decorrente da malha fiscal inteiramente pelo ecac saiba mais #defesa #malhafiscal #rfb #ecac #serviço,,875,Positivo,1,rt #facility federal revenue implements impugnation of irpf mesh by internet taxpayer may deliver defense of notification of launch due to fiscal mesh entirely by ecac learn more #defesa #malhafiscal #rfb #ecac # service,Positivo
rt #facilidade receita federal implementa impugnação de malha irpf pela internet contribuinte poderá entregar a defesa de notificação de lançamento decorrente da malha fiscal inteiramente pelo ecac saiba mais #defesa #malhafiscal #rfb #ecac #serviço,Brasil,642,Positivo,1,rt #facility federal revenue implements impugnation of irpf mesh by internet taxpayer may deliver defense of notification of launch due to fiscal mesh entirely by ecac learn more #defesa #malhafiscal #rfb #ecac # service,Positivo
rt #facilidade receita federal implementa impugnação de malha irpf pela internet contribuinte poderá entregar a defesa de notificação de lançamento decorrente da malha fiscal inteiramente pelo ecac saiba mais #defesa #malhafiscal #rfb #ecac #serviço,,691,Positivo,1,rt #facility federal revenue implements impugnation of irpf mesh by internet taxpayer may deliver defense of notification of launch due to fiscal mesh entirely by ecac learn more #defesa #malhafiscal #rfb #ecac # service,Positivo
rt #leilão receita realiza em 30/12 leilão de equipamentos eólicos o leilão apenas para pessoas jurídicas contempla equipamentos eólicos e hidráulicos que foram abandonados por empresa do setor a apresentação das propostas vai até o dia 29/12 mais,RS - Brasil,76,Positivo,1,rt # revenue auction held on 12/30 wind equipment auction the auction only for legal entities contemplates wind and hydraulic equipment that were abandoned by a company in the sector the submission of proposals will end on 12/29 more,Positivo
rt #leilão receita realiza em 30/12 leilão de equipamentos eólicos o leilão apenas para pessoas jurídicas contempla equipamentos eólicos e hidráulicos que foram abandonados por empresa do setor a apresentação das propostas vai até o dia 29/12 mais,Brasil ,8,Positivo,1,rt # revenue auction held on 12/30 wind equipment auction the auction only for legal entities contemplates wind and hydraulic equipment that were abandoned by a company in the sector the submission of proposals will end on 12/29 more,Positivo
rt #leilão receita realiza em 30/12 leilão de equipamentos eólicos o leilão apenas para pessoas jurídicas contempla equipamentos eólicos e hidráulicos que foram abandonados por empresa do setor a apresentação das propostas vai até o dia 29/12 mais,Brasil,334,Positivo,1,rt # revenue auction held on 12/30 wind equipment auction the auction only for legal entities contemplates wind and hydraulic equipment that were abandoned by a company in the sector the submission of proposals will end on 12/29 more,Positivo
rt #receitafederal #apreensãohistorica #santos #açõesdareceita #areceitafederalnãopara,,5645,Positivo,1,rt #receitafederal #aprecimentohistorica #santos # actionsdareceita # areceitafederalnãofor,Neutro
rt #receitafederal #apreensãohistorica #santos #açõesdareceita #areceitafederalnãopara,Brasil ,8,Positivo,1,rt #receitafederal #aprecimentohistorica #santos # actionsdareceita # areceitafederalnãofor,Neutro
rt #receitafederal #apreensãohistorica #santos #açõesdareceita #areceitafederalnãopara,Vitoria ES,309,Positivo,1,rt #receitafederal #aprecimentohistorica #santos # actionsdareceita # areceitafederalnãofor,Neutro
rt #receitafederal #apreensãohistorica #santos #açõesdareceita #areceitafederalnãopara,"Vallo della Lucania, Campania",292,Positivo,1,rt #receitafederal #aprecimentohistorica #santos # actionsdareceita # areceitafederalnãofor,Neutro
rt #receitafederal #apreensãohistorica #santos #açõesdareceita #areceitafederalnãopara,Brasil,2444,Positivo,1,rt #receitafederal #aprecimentohistorica #santos # actionsdareceita # areceitafederalnãofor,Neutro
rt #receitafederal #apreensãohistorica #santos #açõesdareceita #areceitafederalnãopara,"Manaus, Brasil",0,Positivo,1,rt #receitafederal #aprecimentohistorica #santos # actionsdareceita # areceitafederalnãofor,Neutro
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,"São Paulo, Brasil",2438,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,,0,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,,11,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,Brasil,12,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,RIO DE JANEIRO,2466,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,,5645,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,"Novo Hamburgo, RS",476,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,,71,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,Brasil,334,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,"Nova Friburgo, Brasil",3689,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,Brasil ,8,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,"Rio Grande do Sul, Brasil",9,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,São Paulo,121805,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,Vitoria ES,309,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,"Vallo della Lucania, Campania",292,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,Brasil,640,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,,784,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,"São Paulo, Brasil",976,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,,46,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,,354,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,Brasil,2444,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,,306,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #recorde na manhã de 22/12 equipes da alfândega da receita em santos apreenderam 2 932 kg de cocaína a droga estava cuidadosamente oculta em carregamento de bobinas de alumínio destinadas ao porto de roterdã na holanda saiba mais #rfb #aduana,"Manaus, Brasil",0,Positivo,1,rt #record on the morning of 12/22 customs revenue teams in santos seized 2 932 kg of cocaine the drug was carefully hidden in loading aluminum coils destined for the port of rotterdam in the netherlands learn more #rfb #aduana,Positivo
rt #restituição a receita abre nesta terçafeira 22 às 10h consulta ao lote residual de restituição do irpf do mês de dez/2020 o crédito bancário para 202 388 contribuintes será realizado em 30/12 totalizando mais de r$ 354 milhões consulte #irpf,Brasília-DF,153,Positivo,1,rt # refund the revenue opens this Tuesday 22 at 10 am check the residual lot of refund of the irpf in the month of dec / 2020 the bank credit for 202 388 taxpayers will be made on 12/30 totaling more than r $ 354 million see #irpf,Positivo
rt #restituição a receita abre nesta terçafeira 22 às 10h consulta ao lote residual de restituição do irpf do mês de dez/2020 o crédito bancário para 202 388 contribuintes será realizado em 30/12 totalizando mais de r$ 354 milhões consulte #irpf,RS - Brasil,76,Positivo,1,rt # refund the revenue opens this Tuesday 22 at 10 am check the residual lot of refund of the irpf in the month of dec / 2020 the bank credit for 202 388 taxpayers will be made on 12/30 totaling more than r $ 354 million see #irpf,Positivo
rt #restituição a receita abre nesta terçafeira 22 às 10h consulta ao lote residual de restituição do irpf do mês de dez/2020 o crédito bancário para 202 388 contribuintes será realizado em 30/12 totalizando mais de r$ 354 milhões consulte #irpf,"Manaus, Brasil",497,Positivo,1,rt # refund the revenue opens this Tuesday 22 at 10 am check the residual lot of refund of the irpf in the month of dec / 2020 the bank credit for 202 388 taxpayers will be made on 12/30 totaling more than r $ 354 million see #irpf,Positivo
rt #restituição a receita abre nesta terçafeira 22 às 10h consulta ao lote residual de restituição do irpf do mês de dez/2020 o crédito bancário para 202 388 contribuintes será realizado em 30/12 totalizando mais de r$ 354 milhões consulte #irpf,Brasil ,8,Positivo,1,rt # refund the revenue opens this Tuesday 22 at 10 am check the residual lot of refund of the irpf in the month of dec / 2020 the bank credit for 202 388 taxpayers will be made on 12/30 totaling more than r $ 354 million see #irpf,Positivo
rt #restituição a receita abre nesta terçafeira 22 às 10h consulta ao lote residual de restituição do irpf do mês de dez/2020 o crédito bancário para 202 388 contribuintes será realizado em 30/12 totalizando mais de r$ 354 milhões consulte #irpf,Brasil,334,Positivo,1,rt # refund the revenue opens this Tuesday 22 at 10 am check the residual lot of refund of the irpf in the month of dec / 2020 the bank credit for 202 388 taxpayers will be made on 12/30 totaling more than r $ 354 million see #irpf,Positivo
rt #restituição a receita abre nesta terçafeira 22 às 10h consulta ao lote residual de restituição do irpf do mês de dez/2020 o crédito bancário para 202 388 contribuintes será realizado em 30/12 totalizando mais de r$ 354 milhões consulte #irpf,Brasil,277,Positivo,1,rt # refund the revenue opens this Tuesday 22 at 10 am check the residual lot of refund of the irpf in the month of dec / 2020 the bank credit for 202 388 taxpayers will be made on 12/30 totaling more than r $ 354 million see #irpf,Positivo
rt #restituição a receita abre nesta terçafeira 22 às 10h consulta ao lote residual de restituição do irpf do mês de dez/2020 o crédito bancário para 202 388 contribuintes será realizado em 30/12 totalizando mais de r$ 354 milhões consulte #irpf,Brasil,1933,Positivo,1,rt # refund the revenue opens this Tuesday 22 at 10 am check the residual lot of refund of the irpf in the month of dec / 2020 the bank credit for 202 388 taxpayers will be made on 12/30 totaling more than r $ 354 million see #irpf,Positivo
rt #restituição a receita abre nesta terçafeira 22 às 10h consulta ao lote residual de restituição do irpf do mês de dez/2020 o crédito bancário para 202 388 contribuintes será realizado em 30/12 totalizando mais de r$ 354 milhões consulte #irpf,"Sumidouro, RJ",491,Positivo,1,rt # refund the revenue opens this Tuesday 22 at 10 am check the residual lot of refund of the irpf in the month of dec / 2020 the bank credit for 202 388 taxpayers will be made on 12/30 totaling more than r $ 354 million see #irpf,Positivo
rt #restituição a receita abre nesta terçafeira 22 às 10h consulta ao lote residual de restituição do irpf do mês de dez/2020 o crédito bancário para 202 388 contribuintes será realizado em 30/12 totalizando mais de r$ 354 milhões consulte #irpf,,19,Positivo,1,rt # refund the revenue opens this Tuesday 22 at 10 am check the residual lot of refund of the irpf in the month of dec / 2020 the bank credit for 202 388 taxpayers will be made on 12/30 totaling more than r $ 354 million see #irpf,Positivo
rt #restituição a receita abre nesta terçafeira 22 às 10h consulta ao lote residual de restituição do irpf do mês de dez/2020 o crédito bancário para 202 388 contribuintes será realizado em 30/12 totalizando mais de r$ 354 milhões consulte #irpf,São Paulo,121805,Positivo,1,rt # refund the revenue opens this Tuesday 22 at 10 am check the residual lot of refund of the irpf in the month of dec / 2020 the bank credit for 202 388 taxpayers will be made on 12/30 totaling more than r $ 354 million see #irpf,Positivo
rt #restituição a receita abre nesta terçafeira 22 às 10h consulta ao lote residual de restituição do irpf do mês de dez/2020 o crédito bancário para 202 388 contribuintes será realizado em 30/12 totalizando mais de r$ 354 milhões consulte #irpf,Brasil,21061,Positivo,1,rt # refund the revenue opens this Tuesday 22 at 10 am check the residual lot of refund of the irpf in the month of dec / 2020 the bank credit for 202 388 taxpayers will be made on 12/30 totaling more than r $ 354 million see #irpf,Positivo
rt #restituição a receita abre nesta terçafeira 22 às 10h consulta ao lote residual de restituição do irpf do mês de dez/2020 o crédito bancário para 202 388 contribuintes será realizado em 30/12 totalizando mais de r$ 354 milhões consulte #irpf,"João Pessoa, Brasil",91,Positivo,1,rt # refund the revenue opens this Tuesday 22 at 10 am check the residual lot of refund of the irpf in the month of dec / 2020 the bank credit for 202 388 taxpayers will be made on 12/30 totaling more than r $ 354 million see #irpf,Positivo
rt #restituição a receita abre nesta terçafeira 22 às 10h consulta ao lote residual de restituição do irpf do mês de dez/2020 o crédito bancário para 202 388 contribuintes será realizado em 30/12 totalizando mais de r$ 354 milhões consulte #irpf,"Brasília, DF, Brasil",691729,Positivo,1,rt # refund the revenue opens this Tuesday 22 at 10 am check the residual lot of refund of the irpf in the month of dec / 2020 the bank credit for 202 388 taxpayers will be made on 12/30 totaling more than r $ 354 million see #irpf,Positivo
