,Tweet,Cidade,User - Followers,Classificacao,Sentimento,LSTM,UF
868,esocial gerando guia,não informado,431,Negativo,0,0,Não Informado
1202,olhem ali atras homem ultima live presidente camisa brasil mostrou cicatriz coracao mandetta decapitado ue mandetta pode tirem mulher claque favor foco brasil faturou 1 milhao blogueiro,não informado,18989,Neutro,2,2,Não Informado
1680,pf junto deflagrou 79a fase #lavajato denominada vernissage nesta fase investigacoes concentradas esquema compra obras artes lavagem capitais oriundas pagamentos propinas,não informado,61,Positivo,1,1,Não Informado
2852,1o link denuncias processos 99% empresas tem pode ser trabalhista pode ser clientes pode ser fornecedor qualquer motivo denuncia exploracao 2o falando fazendo trabalho dela,não informado,9,Negativo,0,0,Não Informado
1755,#cpf atendimento cpf cartorios registro civil realidade todo brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,não informado,4070,Positivo,1,1,Não Informado
837,acho essencial verificar real origem desse montante,não informado,2660,Positivo,1,1,Não Informado
1018,ainda lancou programa carne leao 2021 nesse governo nada ocorre tempo certo incompetencia generalizada,não informado,346,Negativo,0,0,Não Informado
443,boa tarde estara finalmente disponibilizado programa carne leao 2021,não informado,1,Negativo,0,0,Não Informado
635,chega junto doria coelho mato quero dizer mala,não informado,238,Positivo,1,1,Não Informado
2517,perguntar ofende afinal ainda continua pj pagar menos imposto renda enfrentar receita federal,não informado,2009,Negativo,0,0,Não Informado
572,fizeram apreensao importacao enviando nota fiscal invoce loja produto ilegal 3 relogios comprados invicta eua ilegal nisso pedir revisao tributos apreendem itens dar justificativa,não informado,40,Negativo,0,0,Não Informado
1012,4/10 entao parece interesse dificultarem alguns integrantes entidades prefeituras/ advogados / contadores alguns juizes/as necessarios enquanto ideal necessarios nesse start,não informado,0,Negativo,0,0,Não Informado
2438,olha q loucura policia federal receita federal mpf usa conversar trafico ilegal madeira conta crescentes apreensoes madeira brasileira ta faltando alguem ai ah condenado proibiu ibama viajar,não informado,85,Neutro,2,2,Não Informado
1408,comecando ano cansado,não informado,18397,Positivo,1,1,Não Informado
468,instituicoes ajudar politicos ja chega abin pf,não informado,124,Neutro,2,2,Não Informado
755,podem parar doria alfandega excesso compra etc,não informado,238,Neutro,2,2,Não Informado
1484,apreendeu quase 3 toneladas cocaina porto santos litoral sp droga escondida carga bobinas aluminio levada holanda maior apreensao cocaina feita receita federal local,não informado,472,Positivo,1,1,Não Informado
2040,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,não informado,1116,Negativo,0,0,Não Informado
1091,defesa flavio bolsonaro 3 reunioes receita advogadas luciana pires juliana bierrenbach querem provar existencia organizacao criminosa farsajato organizacao criminosa documentada ninguem faz nada,não informado,8385,Neutro,2,2,Não Informado
2083,hoje todos servico governo corte maior minimo conivente tudo ainda falam instituicoes brasil fortes pais piada pronta,não informado,183,Negativo,0,0,Não Informado
158,crime parceiro,não informado,153,Neutro,2,2,Não Informado
264,novo ceda,não informado,3129,Positivo,1,1,Não Informado
1366,correcao pendencias relativas #cpf gratuita internet ou caso contribuinte opte utilizar rede conveniada cartorios custo 7,não informado,488,Positivo,1,1,Não Informado
2069,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,não informado,344,Negativo,0,0,Não Informado
1244,responde ai,não informado,11633,Negativo,0,0,Não Informado
1627,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,não informado,65,Positivo,1,1,Não Informado
1307,ola tudo bom enorme tristeza informamos agora faz parte podemos manter individuos acham pirataria algo criminoso desejamos toda sorte nova jornada att diretoria,não informado,1438,Neutro,2,2,Não Informado
2176,sabia pendencias relativas cpf podem ser regularizadas graca canais virtuais caso opte rede conveniada banco brasil caixa economica federal correios cartorios custo apenas 7,não informado,400157,Positivo,1,1,Não Informado
219,tenta colocar dados primeira carta passou divergencia coloquei dados primeira carta faturamento 100 mil vez 250 mil fim deu qie nada disponivel pronampe ta dificil ganhar mega virada,não informado,3,Neutro,2,2,Não Informado
632,cade receita federal roubaram produto curitiba responde canais pessimos fala br piada #seusladroes,não informado,0,Negativo,0,0,Não Informado
1781,#recorde manha 22/12 equipes alfandega receita santos apreenderam 2 932 kg cocaina droga cuidadosamente oculta carregamento bobinas aluminio destinadas porto roterda holanda saiba mais #rfb #aduana,não informado,0,Positivo,1,1,Não Informado
1761,#cpf atendimento cpf cartorios registro civil realidade todo brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,não informado,19,Positivo,1,1,Não Informado
1203,olhem ali atras homem ultima live presidente camisa brasil mostrou cicatriz coracao mandetta decapitado ue mandetta pode tirem mulher claque favor foco brasil faturou 1 milhao blogueiro,não informado,18964,Neutro,2,2,Não Informado
2086,hoje todos servico governo corte maior minimo conivente tudo ainda falam instituicoes brasil fortes pais piada pronta,não informado,624,Negativo,0,0,Não Informado
1863,receita federla ampliou 31 marco 2021 dispensa necessidade apresentar documentos originais copias autenticadas solicitar servicos receita federal prestar esclarecimentos saiba mais #rfb #receitafederal #prazo #servicos,não informado,274,Positivo,1,1,Não Informado
2452,realizar pagamento despacho postal tributacoes site correios mini tutorial proceder pagamentos receita federal brasil importacao passa fiscalizacao aduaneira cobrada alguma taxa despacho postal r$15 tributacao,não informado,162,Neutro,2,2,Não Informado
2543,comprar negocio pais ficar inseguranca trancar receita federal,não informado,446,Negativo,0,0,Não Informado
434,deus falou asneira,não informado,5415,Neutro,2,2,Não Informado
1428,forcas armadas apreendem 2 milhoes macos cigarros sergipe material apreendido militares contabilizado periciado alem ter sido classificado contrabando confira materia completa defesa,não informado,86,Positivo,1,1,Não Informado
1490,sabia pendencias relativas cpf podem ser regularizadas graca canais virtuais caso opte rede conveniada banco brasil caixa economica federal correios cartorios custo apenas 7,não informado,18367,Positivo,1,1,Não Informado
911,falo ajuste fiscal maioria paises precisam fazer paraisos fiscais pena brasil deve fiscalizar deve ter dinheiro escondido nessas jurisdicoes,não informado,1354,Negativo,0,0,Não Informado
528,rsrdrd,não informado,1169,Neutro,2,2,Não Informado
2106,contribuinte declaracao retida malha concordar valores lancados pode apresentar defesa meio ecac necessidade comparecer unidade atendimento,não informado,68,Positivo,1,1,Não Informado
33,ue kkkkkj oq certo certo,não informado,128,Positivo,1,1,Não Informado
2845,ultimo mandato dele falar atual ah tem usa mascara,não informado,248,Neutro,2,2,Não Informado
973,#ps5exboxmaisbaratos #pec512017 #abaixeimpostogamer #tododia18h favor contemple pec51/2017,não informado,1,Negativo,0,0,Não Informado
800,site receita deixa agendar pessoalmente querem atender fazer onde posso implorar atendimento,não informado,113,Negativo,0,0,Não Informado
1770,#facilidade receita federal implementa impugnacao malha irpf internet contribuinte podera entregar defesa notificacao lancamento decorrente malha fiscal inteiramente ecac saiba mais #defesa #malhafiscal #rfb #ecac #servico,não informado,691,Positivo,1,1,Não Informado
907,parabens feliz aniversario,não informado,1204,Positivo,1,1,Não Informado
1437,forcas armadas apreendem 2 milhoes macos cigarros sergipe material apreendido militares contabilizado periciado alem ter sido classificado contrabando confira materia completa defesa,não informado,180,Positivo,1,1,Não Informado
2530,abin detalha funcionamento suposta organizacao criminosa atuacao receita federal rfb que segundo suspeita advogados flavio feito escrutinio ilegal dados fiscais,não informado,2308,Negativo,0,0,Não Informado
568,*receita federal apreende 670 kg cocaina carga goiabada porto santos*,não informado,1335,Positivo,1,1,Não Informado
734,sr a podem auditar contas min juntamente,não informado,945,Neutro,2,2,Não Informado
2731,faz porra site decente filhosdaputa,não informado,807,Negativo,0,0,Não Informado
2150,somente agradecer agilidade menos 24h produto chegou caminho,não informado,236,Positivo,1,1,Não Informado
908,bom dia,não informado,559,Neutro,2,2,Não Informado
761,autuar uns leao agora atender contribuintes uns gatinhos,não informado,170,Negativo,0,0,Não Informado
2279,palavra receita remete coisas tao boas receita vovo receita pao queijo delicia passa receita etc parar nome instituicao tao diabolica quanto receita federal,não informado,1393,Negativo,0,0,Não Informado
338,mesmo pagar advogado caro papai presidente da ter assessoria abin graca,não informado,31,Neutro,2,2,Não Informado
2482,poderia mandar receita federal rever portaria passa cima projeto lei diz isento tributacao importacoes us$100 independente ser pessoa juridica fisica ignorada receita portaria ridicula,não informado,497,Negativo,0,0,Não Informado
1911,relacao dificuldades enfrentadas importadores fronteira brasil paraguai alfandega receita mundo novo informa adotado todas providencias reduzir filas caminhoes acumularam ultimos dias acesse,não informado,4135,Negativo,0,0,Não Informado
2848,forte abraco fica deus,não informado,9,Neutro,2,2,Não Informado
1061,bolsonaro sempre defendeu sonegacao fiscal dizia publicamente pergunta e receita federal investigou dados ir bolsonaro sonegador sim resultado nao porque fizeram investigar bolsonaro esfera fiscal crime,não informado,15,Negativo,0,0,Não Informado
68,fudendo,não informado,1532,Neutro,2,2,Não Informado
580,parabens,não informado,1028,Positivo,1,1,Não Informado
1610,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,não informado,1018,Positivo,1,1,Não Informado
2359,unico servidor publico aposenta logo tempo servico prefeituras baixo nivel vao cumprir tabela agora nesses cargos altos inss tribunais receita federal tudo caras entrou 30 anos larga osso,não informado,835,Negativo,0,0,Não Informado
320,queria saber tipo problema,não informado,4,Negativo,0,0,Não Informado
1613,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,não informado,657,Positivo,1,1,Não Informado
1116,todos ministros passar informacoes algum coragem,não informado,3204,Neutro,2,2,Não Informado
2789,mafiosa,não informado,6,Negativo,0,0,Não Informado
1063,bom dia preocupado carneleao 2021 alo vao liberar novo programa,não informado,51,Negativo,0,0,Não Informado
27,cobra,não informado,28,Neutro,2,2,Não Informado
554,vamos ter umas complicacoes breve hein vou atrasar uns boletos ai,não informado,65,Neutro,2,2,Não Informado
1890,acao fiscalizacao aconteceu ambito operacao escudo apreendidos 320 mil mercadorias saiba mais #receitafederal #aduana #operacaoescudo,não informado,106,Positivo,1,1,Não Informado
1446,forcas armadas apreendem 2 milhoes macos cigarros sergipe material apreendido militares contabilizado periciado alem ter sido classificado contrabando confira materia completa defesa,não informado,5619,Positivo,1,1,Não Informado
2340,dar dinheiro pronto entao deixa tesouro receita federal procuradorias fazenda extingue todos outros ministerios relacionados execucao orcamentaria,não informado,2,Neutro,2,2,Não Informado
1799,#recorde manha 22/12 equipes alfandega receita santos apreenderam 2 932 kg cocaina droga cuidadosamente oculta carregamento bobinas aluminio destinadas porto roterda holanda saiba mais #rfb #aduana,não informado,354,Positivo,1,1,Não Informado
239,pode enquanto ministro fica babando ovo pro menino foca fala criancas sabem chupar pau fica transacoes minimo estranhas,não informado,304,Negativo,0,0,Não Informado
252,tao procurando agulho palheiro 100%,não informado,338,Neutro,2,2,Não Informado
719,consigo usar sistema sal gerar contribuicao individual 01/2021 alguma previsao resolver problema diz valor salario reconhecido,não informado,281,Negativo,0,0,Não Informado
1194,predio aqui lado casa colonia 16 gatos miauditores fiscais,não informado,547,Negativo,0,0,Não Informado
1384,y del #esequibovenezolano,não informado,89,Neutro,2,2,Não Informado
1628,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,não informado,1938,Positivo,1,1,Não Informado
290,nervosismo visto psicologia indicio culpa,não informado,92,Neutro,2,2,Não Informado
912,falo ajuste fiscal maioria paises precisam fazer paraisos fiscais pena brasil deve fiscalizar deve ter dinheiro escondido nessas jurisdicoes,não informado,1353,Negativo,0,0,Não Informado
817,vergonha queimando dinheiro publico acoes inuteis,não informado,2,Negativo,0,0,Não Informado
1420,forcas armadas apreendem 2 milhoes macos cigarros sergipe material apreendido militares contabilizado periciado alem ter sido classificado contrabando confira materia completa defesa,não informado,679,Positivo,1,1,Não Informado
1590,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,não informado,183,Positivo,1,1,Não Informado
391,eh vdd vc eh contra imposto doa bitcoin vc hipocrita pare imediatamente,não informado,238,Negativo,0,0,Não Informado
2017,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,não informado,313,Negativo,0,0,Não Informado
849,perfil ligacao,não informado,786,Neutro,2,2,Não Informado
1251,ignorancia,não informado,177,Neutro,2,2,Não Informado
2586,receita federal serve porra nenhuma facil qq miliciano suburbio sacar parada errada nesses enriquecimentos suspeitos bosta rf,não informado,964,Negativo,0,0,Não Informado
2630,agora receita federal vai descobrir quanto gasto jogo rip imposto renda,não informado,121,Neutro,2,2,Não Informado
1067,bom dia menos cpf protegido averiguacoes vergonha,não informado,1316,Negativo,0,0,Não Informado
2414,golpista acao oferece precos baixos produtos leilao receita federal diz amigo policiais passar credibilidade mas cuidado golpe #cidadealerta,não informado,4892546,Negativo,0,0,Não Informado
1209,parabens to pagando 17% substituicao tributaria sendo cfop produto isento to puto caralho porra,não informado,28,Negativo,0,0,Não Informado
2867,usa microsoft edge aqui deu certo i e chrome chance,não informado,0,Neutro,2,2,Não Informado
1498,sabia pendencias relativas cpf podem ser regularizadas graca canais virtuais caso opte rede conveniada banco brasil caixa economica federal correios cartorios custo apenas 7,não informado,273,Positivo,1,1,Não Informado
2267,pensando aqui 3 albuns comprei taxada receita federal vou tomar cu ter vender coisa casa pagar,não informado,907,Negativo,0,0,Não Informado
1697,pf junto deflagrou 79a fase #lavajato denominada vernissage nesta fase investigacoes concentradas esquema compra obras artes lavagem capitais oriundas pagamentos propinas,não informado,9084,Positivo,1,1,Não Informado
2393,estudo auditores receita federal calculou diferenca alta acumulada inflacao correcoes tabela ir 24 anos atualmente faixa isencao limitada 1 73 salario minimo,não informado,392683,Neutro,2,2,Não Informado
1267,parabens,não informado,746,Positivo,1,1,Não Informado
1459,merenda lixos,não informado,1238,Neutro,2,2,Não Informado
2662,pais viciado subsidios sociedade brasileira vai conviver nivel tao elevado subsidios setor produtivo estimados receita federal 307 9 bilhoes neste ano pouco abaixo 4% produto interno bruto pib,não informado,20682,Neutro,2,2,Não Informado
1963,valor total mercadorias apreendidas chegou 32 milhoes saiba mais #receitafederla #aduana #apreensao,não informado,3,Positivo,1,1,Não Informado
447,olhem reforma previdencia social realizada fhc bozo guedes ve aplaudida condecorada congressinho corrupto menos sociedade corrupta enchergam povo brasileiro todo,não informado,4,Neutro,2,2,Não Informado
2976,acabei ler 77 amazonenses podem morrer simultaneamente falta oxigenio faz campanha ar precioso venezuela chegue irmaos brasileiros questoes ideologicas tipo jornalismo perverso cruel pariu bolsonaro,não informado,606,Neutro,2,2,Não Informado
1924,itens encontrados havia tv box rastreadores internet calcados oculos bolsas outros saiba mais #receitafederal #aduana #apreensao,não informado,1475,Positivo,1,1,Não Informado
1603,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,não informado,812,Positivo,1,1,Não Informado
2825,antigamente,não informado,27,Neutro,2,2,Não Informado
1572,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,não informado,493,Positivo,1,1,Não Informado
1339,passa ladrao tira presidentes empresas vende lobby ver origem dess fortuna,não informado,538,Neutro,2,2,Não Informado
909,aqui poderiamos criar acao mandar bom dia,não informado,559,Neutro,2,2,Não Informado
2386,receita federal vendo encomenda shein chegar,não informado,300,Negativo,0,0,Não Informado
1625,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,não informado,908,Positivo,1,1,Não Informado
2981,prazo solicitar termo opcao simples nacional termina dia 29 deste mes saiba mais #receitafederal #servicos #simplesnacional #empresas,não informado,547,Neutro,2,2,Não Informado
517,vamos quanto tempo pro stf entrar defesa parentes politicos,não informado,87,Neutro,2,2,Não Informado
581,parabens,não informado,1024,Positivo,1,1,Não Informado
372,podem vir,não informado,211,Neutro,2,2,Não Informado
2081,hoje todos servico governo corte maior minimo conivente tudo ainda falam instituicoes brasil fortes pais piada pronta,não informado,625,Negativo,0,0,Não Informado
1735,#arrecadacao arrecadacao total receitas federais atingiu novembro 2020 valor 140 101 milhoes periodo acumulado janeiro novembro 2020 arrecadacao alcancou valor 1 320 325 milhoes saiba mais #rfb,não informado,4070,Positivo,1,1,Não Informado
693,eu cidadao bem pai familia pagador impostos peao industria eleitor gostaria saber motivo pode ser auditado artigo enquadra fato espero ter resposta #eunaovoteinostf,não informado,24,Negativo,0,0,Não Informado
1903,correcao gratuita internet custo 7 reais caso contribuinte opte utilizar rede conveniada banco brasil caixa economica correios cartorios saiba mais #receitafederal #cpf #atendimento,não informado,935,Positivo,1,1,Não Informado
2478,relatorios dizem organizacao criminosa dentro receita federal bem estilo acuseos faz chameos,não informado,56,Negativo,0,0,Não Informado
678,sistema dificil abusivo uns poucos conseguem acessar,não informado,210,Negativo,0,0,Não Informado
2144,merda lavou dinheiro rachadinha loja chocolate consegue pressionar receita federal fico imaginando rf faz empresarios corruptos narcotraficante bilhoes dinheiro fase,não informado,537,Negativo,0,0,Não Informado
2448,**alerta* receita federal manda email contribuintes rf comunica contribuinte duas maneiras 1 carta enviada endereco 2 meio portal ecac caso receba email parecido imagem exclua rapidamente virus,não informado,48,Neutro,2,2,Não Informado
2528,bloqueia recursos municipios comprova bloqueio errado mostra comprovantes funcionario olha cidadao municipio urucaraam sentiu hoje precariedade atendimento manaus atende mal,não informado,275,Negativo,0,0,Não Informado
1293,parabens,não informado,4036,Positivo,1,1,Não Informado
334,mentira aparelhada milicianos praticantes peculato enganaram 57 milhoes idiotas #impeachmentdebolsonarourgente,não informado,1764,Negativo,0,0,Não Informado
1360,sei n auditoria bem feita n deve ficar pedra pedra receita federal apresenta representacao criminal contra globo 12 celebridades crimes contra ordem tributaria,não informado,143,Positivo,1,1,Não Informado
879,caso parte incentivo crime perante constituicao banania,não informado,835,Neutro,2,2,Não Informado
2237,vamos receita federal dnv,não informado,72,Negativo,0,0,Não Informado
2107,contribuinte declaracao retida malha concordar valores lancados pode apresentar defesa meio ecac necessidade comparecer unidade atendimento,não informado,387,Positivo,1,1,Não Informado
2098,contribuinte caiu malha fina concordar valores multas lancados pode apresentar defesa meio ecac partir hoje 7 proprio sistema informacoes preencher defesa informacoes abr,não informado,875,Positivo,1,1,Não Informado
464,uns arrombado,não informado,423,Negativo,0,0,Não Informado
82,kkkkkk ser rico lembrese ter bons advogados,não informado,11632,Neutro,2,2,Não Informado
977,#usos | agora certificado #icpbrasil pode ser utilizado contribuintes contestar valores malha fina contestacao deve ser feita meio ecac,não informado,394,Positivo,1,1,Não Informado
2826,entendo estuda que,não informado,27,Neutro,2,2,Não Informado
25,agora pergunta quer calar onde viu isso demais orgaos responsaveis fiscalizacoes,não informado,1345,Negativo,0,0,Não Informado
1421,forcas armadas apreendem 2 milhoes macos cigarros sergipe material apreendido militares contabilizado periciado alem ter sido classificado contrabando confira materia completa defesa,não informado,5624,Positivo,1,1,Não Informado
2914,legal,não informado,1,Neutro,2,2,Não Informado
1665,#balanco | guedes primeiro combate camadas + vulneraveis populacao ficou disposicao impedir exportacao produtos precisavamos usar ventiladores pulmonares reduzir tarifas 500 produtos medicos hospitalares,não informado,361,Positivo,1,1,Não Informado
354,rastreara movimentacoes financeiras sombras farmaceuticas garotos propaganda,não informado,48,Negativo,0,0,Não Informado
2523,sim receita federal taxa kkkkk mal pior,não informado,292,Negativo,0,0,Não Informado
1350,in with the historic seizure of 3 ton of cocaine in theof santos the drug was concealed in aluminum coils destined count on s continued support,não informado,32,Neutro,2,1,Não Informado
2087,hoje todos servico governo corte maior minimo conivente tudo ainda falam instituicoes brasil fortes pais piada pronta,não informado,146,Negativo,0,0,Não Informado
1131,loja deve fazer trambique passadinha la capivara nesse mato,não informado,537,Positivo,1,1,Não Informado
1640,pais bolsonaristas sonegadores dia 15 janeiro atualizacao app carne leao 2021,não informado,309,Negativo,0,0,Não Informado
1210,parabens,não informado,315969,Positivo,1,1,Não Informado
2743,queridos simples nacional vence quarta feira dia 20 site funcionar desde sextafeira previsao retorno,não informado,97,Negativo,0,0,Não Informado
1750,#cpf atendimento cpf cartorios registro civil realidade todo brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,não informado,133,Positivo,1,1,Não Informado
382,cade auditar contas bancarias bens ninguem desconfia patrimonio sofre alteracoes cada bandido solto,não informado,87,Negativo,0,0,Não Informado
2859,deve si chamar operacao calcinha apertada operacao doriana calca atolada kkkkkkkk,não informado,0,Neutro,2,2,Não Informado
1283,parabens,não informado,3947,Positivo,1,1,Não Informado
2046,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,não informado,630,Negativo,0,0,Não Informado
1143,queria telefone funcionasse email contato decente ta impossivel,não informado,24,Negativo,0,0,Não Informado
1639,pais bolsonaristas sonegadores dia 15 janeiro atualizacao app carne leao 2021,não informado,11,Negativo,0,0,Não Informado
718,atende telefone agencia fechada chat funciona fuca dificil resolver coisas,não informado,7,Negativo,0,0,Não Informado
1965,valor total mercadorias apreendidas chegou 32 milhoes saiba mais #receitafederla #aduana #apreensao,não informado,145,Positivo,1,1,Não Informado
467,instituicoes ajudar politicos ja chega abin pf,não informado,126,Neutro,2,2,Não Informado
898,acha vai dar nada sei vai ser bem assim,não informado,9,Neutro,2,2,Não Informado
2437,olha q loucura policia federal receita federal mpf usa conversar trafico ilegal madeira conta crescentes apreensoes madeira brasileira ta faltando alguem ai ah condenado proibiu ibama viajar,não informado,111,Neutro,2,2,Não Informado
1858,receita federal policia federal ministerio publico federal deflagraram hoje 12/01 79a fase operacao lava jato denominada operacao vernissage saiba mais #receitafederal #fiscalizacao #lavajato,não informado,5669,Positivo,1,1,Não Informado
335,mentira aparelhada milicianos praticantes peculato enganaram 57 milhoes idiotas #impeachmentdebolsonarourgente,não informado,1767,Negativo,0,0,Não Informado
83,ter dinheiro antes ne,não informado,11633,Neutro,2,2,Não Informado
1436,forcas armadas apreendem 2 milhoes macos cigarros sergipe material apreendido militares contabilizado periciado alem ter sido classificado contrabando confira materia completa defesa,não informado,700,Positivo,1,1,Não Informado
829,tal e abestado,não informado,5415,Neutro,2,2,Não Informado
1269,parabens,não informado,2281,Positivo,1,1,Não Informado
1703,pf junto deflagrou 79a fase #lavajato denominada vernissage nesta fase investigacoes concentradas esquema compra obras artes lavagem capitais oriundas pagamentos propinas,não informado,463,Positivo,1,1,Não Informado
2561,saldo shopee preso receita federal q respondeu amigos menos 10 dias cozinhando 30 dias certamente odeio tudo todos,não informado,858,Negativo,0,0,Não Informado
1913,acao realizada estado paulo receita federal apreendeu aproximadamente 300 toneladas mercadorias importadas avaliadas 23 milhoes devido fraude/simulacao saiba mais #receitafederal #aduana #apreensao,não informado,681,Positivo,1,1,Não Informado
1208,parabens hora faxina,não informado,321,Negativo,0,0,Não Informado
2398,trampo alguem compra alguma coisa online cnpj endereco entrega ser igual endereco cadastrado receita federal ai ok hoje entrei trabalhar cara surtando pq queria entregue outro lugar +,não informado,29,Neutro,2,2,Não Informado
2020,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,não informado,2982,Negativo,0,0,Não Informado
2933,kkkkkk deve ta fabricando calcinha apertada igual usa,não informado,11,Neutro,2,2,Não Informado
315,pq liberou auxilio 89$ pro dia 18 quero auxilio ta bloqueado desde setembro,não informado,0,Negativo,0,0,Não Informado
1092,defesa flavio bolsonaro 3 reunioes receita advogadas luciana pires juliana bierrenbach querem provar existencia organizacao criminosa farsajato organizacao criminosa documentada ninguem faz nada,não informado,8388,Neutro,2,2,Não Informado
2275,sr presidente cade 89 000 00 queiroz depositou conta primeira dama lembrolhe receita federal tempos fez comprovar extratos bancarios recibo medico 400 00,não informado,16,Negativo,0,0,Não Informado
2696,sp fazer 30 anos aparelhando instituicoes cadeia tanta gente engravatada,não informado,1472,Negativo,0,0,Não Informado
1477,apreendeu quase 3 toneladas cocaina porto santos litoral sp droga escondida carga bobinas aluminio levada holanda maior apreensao cocaina feita receita federal local,não informado,81,Positivo,1,1,Não Informado
3031,parabens agora falta rachadinhas propinas politicos,não informado,8,Positivo,1,1,Não Informado
2830,interessante algum artigo cientifico elabore isso alo vale pena investigar galera ai procurando justificativa etica crime sonegacao,não informado,27,Neutro,2,2,Não Informado
1413,forcas armadas apreendem 2 milhoes macos cigarros sergipe material apreendido militares contabilizado periciado alem ter sido classificado contrabando confira materia completa defesa,não informado,179,Positivo,1,1,Não Informado
1062,bom dia preocupado carneleao 2021 alo vao liberar novo programa,não informado,47,Negativo,0,0,Não Informado
181,obrigada resposta acompanhando online pedido esperanca conseguir acelerar pouco processo q mae doente presente natal alegraria bastante,não informado,62,Neutro,2,2,Não Informado
1036,alo existe codigo hash utilizar pronampe liberaram q gnt lancar tudo p q aqle enorme utiliza + 1 vez consegui pois sempre divergencia alguma coisa,não informado,13,Neutro,2,2,Não Informado
1265,parabens,não informado,228,Positivo,1,1,Não Informado
1522,#operacaoconcordia deflagrada apoio policia militar/rn policia civil/rn corpo bombeiros/rn saiba em,não informado,334,Positivo,1,1,Não Informado
342,ajuda paulo guedes,não informado,337,Negativo,0,0,Não Informado
42,fantoche bobo corte,não informado,2,Neutro,2,2,Não Informado
1559,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,não informado,210,Positivo,1,1,Não Informado
3047,encontro site carne leao 2021 download poderiam ajudar,não informado,16,Negativo,0,0,Não Informado
2873,permita crie raiz caso aprofunde povo brasileiro sofreremos,não informado,327,Neutro,2,2,Não Informado
232,amiga odioooo comprei umas 10 vezes taxada 1 vez primeira pior criterio fazer literalmente sorte vi gente pedindo shein dividir compra 2 pacotes ser taxada 2 pacotes seja vale pena,não informado,693,Negativo,0,0,Não Informado
3006,criar linha comunicacao rapida assim cliente aduaneira aeroportos pois receita federal aduaneira aprende importacao cliente linha comunicacao tendo recorrer jefs trf,não informado,40,Negativo,0,0,Não Informado
2161,tutorial ser roubado governo brasileiro compre produto 45 dolares china receba taxacao 142 37,não informado,44,Negativo,0,0,Não Informado
1622,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,não informado,650,Positivo,1,1,Não Informado
2379,vc conhece negocio chamado receita federal entao acharam nada porque nada julgue outros baseado regra moral,não informado,51,Neutro,2,2,Não Informado
1968,relatorio abin funcionarios papo advogados entao,não informado,1437,Negativo,0,0,Não Informado
1724,#areceitafederalnaopara receita federal apreende 670 kg cocaina carga goiabada porto santos somente 2020 alfandega santos interceptou 20 5 toneladas cocaina cargas exportacao destinadas europa saiba mais,não informado,4,Positivo,1,1,Não Informado
1316,alo alo vcs podem ajudar parcelas seguro desemprego pararam cair desde outubro apos solicitacao recalculo,não informado,1019,Negativo,0,0,Não Informado
2836,insinuar retardado vc ta usando avatar derrotado patetico,não informado,46,Neutro,2,2,Não Informado
2967,aconteceria cada brasileiro tendo direitos constitucionais sendo violados redes sociais comecassem usar denunciar desrespeito,não informado,327,Neutro,2,2,Não Informado
2507,kkkkkkkkkkkkkkkkk ta pior q receita federal nada passa $$,não informado,2156,Negativo,0,0,Não Informado
253,kkkkkkkkkk pelamor perdi mo tempo declarando impostos dessa gente ai,não informado,129,Neutro,2,2,Não Informado
1416,forcas armadas apreendem 2 milhoes macos cigarros sergipe material apreendido militares contabilizado periciado alem ter sido classificado contrabando confira materia completa defesa,não informado,249,Positivo,1,1,Não Informado
