Tweet,User - Location,User - Followers,Classificacao,Sentimento
"RT @JusticaGovBR: A #OperaçãoConcórdia foi deflagrada pela @policiafederal, @PRFBrasil, com apoio da Polícia Militar/RN, da Polícia Civil/RN, do Corpo de Bombeiros/RN, da @ReceitaFederal e da @marmilbr. Saiba mais em: https://t.co/UP8RsUgEzg","Fortaleza, Brasil",635,Positivo,1
"RT @JusticaGovBR: A #OperaçãoConcórdia foi deflagrada pela @policiafederal, @PRFBrasil, com apoio da Polícia Militar/RN, da Polícia Civil/RN, do Corpo de Bombeiros/RN, da @ReceitaFederal e da @marmilbr. Saiba mais em: https://t.co/UP8RsUgEzg","Alvorada, Brasil",4203,Positivo,1
"RT @JusticaGovBR: A #OperaçãoConcórdia foi deflagrada pela @policiafederal, @PRFBrasil, com apoio da Polícia Militar/RN, da Polícia Civil/RN, do Corpo de Bombeiros/RN, da @ReceitaFederal e da @marmilbr. Saiba mais em: https://t.co/UP8RsUgEzg",,334,Positivo,1
"RT @JusticaGovBR: A #OperaçãoConcórdia foi deflagrada pela @policiafederal, @PRFBrasil, com apoio da Polícia Militar/RN, da Polícia Civil/RN, do Corpo de Bombeiros/RN, da @ReceitaFederal e da @marmilbr. Saiba mais em: https://t.co/UP8RsUgEzg",,7384,Positivo,1
"RT @JusticaGovBR: A #OperaçãoConcórdia foi deflagrada pela @policiafederal, @PRFBrasil, com apoio da Polícia Militar/RN, da Polícia Civil/RN, do Corpo de Bombeiros/RN, da @ReceitaFederal e da @marmilbr. Saiba mais em: https://t.co/UP8RsUgEzg",,294,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,3237,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Estados Unidos,3101,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","São Paulo, Brasil",321,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Sidney, British Columbia",356,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Brasil,3576,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,16,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Fortaleza-CE,577,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Caxias do Sul RS / Brasil,115,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Paraná, Brasil",11006,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,491,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","São Bernardo do Campo, Brasil",429,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Brasil,3426,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Belo Horizonte, Brasil",1487,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,126,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,778,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,2373,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Fortaleza, Brasil",10,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Brasil,1093,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Caratinga, Brasil",3386,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,544,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,664,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Brazil,203,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",DF,5926,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Santos, Brasil",383,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Florianopolis SC,3750,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,342,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Bandar Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",1455,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,182,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Melbourne, Australia",2422,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Caucaia, Brasil",736,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,30,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,229,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Pernambuco, Brasil",3223,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Ermelino Matarazzo, São Paulo",9527,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,210,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,933,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Florianópolis, SC, Brasil",528,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,3480,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,3236,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Estados Unidos,3096,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","São Paulo, Brasil",321,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Sidney, British Columbia",355,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Brasil,3574,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,19,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Fortaleza-CE,577,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Caxias do Sul RS / Brasil,115,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Paraná, Brasil",10983,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,493,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","São Bernardo do Campo, Brasil",432,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Brasil,3413,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Belo Horizonte, Brasil",1486,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,129,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,837,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,2370,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Fortaleza, Brasil",7,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Brasil,1093,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Caratinga, Brasil",3385,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,554,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,659,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Brazil,200,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",DF,5919,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Santos, Brasil",384,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Florianopolis SC,3742,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,338,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Bandar Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",1453,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,183,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Melbourne, Australia",2410,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Caucaia, Brasil",728,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,30,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,229,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Pernambuco, Brasil",3232,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Salvador,25326,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,1457,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,1424,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","São Paulo, Brasil",2180,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Pindamonhangaba, Brasil",172,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,227,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,55,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,812,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Rio Grande do Sul, Brasil",812,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Estados Unidos,342,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",Ísland,7231,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Sedona, USA",2772,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,172,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.","Boa Vista, Brasil",448,Positivo,1
"RT @lcoutinho: #3 Juntos, o @TSEjusbr, @JusticaGovBR e @ReceitaFederal podem dar um golpe fatal nas milícias e organizações como o #PCC que há tempos deixou de ser uma gangue de cadeia para atuar como organização de crime transnacional. Isso significa que tráfico virou meio. O fim é $$ e poder.",,1018,Positivo,1
